,name_list_1,name_list_2,postcode,query,sn,geometry,country,json_data
108,McDonald’s Tampines,513 Tampines Central 1 #01-150,Singapore 521512,"513 Tampines Central 1 #01-150, Singapore 521512",108,POINT (103.944145 1.35409),Singapore,"{'data': [{'latitude': 1.35409, 'longitude': 103.944145, 'type': 'address', 'name': '513 Tampines Central 1', 'number': '513', 'postal_code': None, 'street': 'Tampines Central 1', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '513 Tampines Central 1, Singapore'}, {'latitude': 1.355409, 'longitude': 103.934608, 'type': 'venue', 'name': 'Tampines Central Community Club', 'number': '866A', 'postal_code': '521866', 'street': 'Tampines Street 83', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': 'Tampines Central Community Club, Singapore'}, {'latitude': 1.354093, 'longitude': 103.945171, 'type': 'address', 'name': 'B1 - K1 10 Tampines Central 1, Tampines One', 'number': 'B1 - K1', 'postal_code': '529536', 'street': '10 Tampines Central 1, Tampines One', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': 'B1 - K1 10 Tampines Central 1, Tampines One, Singapore'}, {'latitude': 1.35319, 'longitude': 103.943481, 'type': 'venue', 'name': 'Tampines Central Post Office', 'number': '1', 'postal_code': '529508', 'street': 'Tampines Central 5', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': 'Tampines Central Post Office, Singapore'}, {'latitude': 1.352645, 'longitude': 103.94473, 'type': 'address', 'name': '02-18B 4 Tampines Central 5, Tampines Mall', 'number': '02-18B', 'postal_code': '529510', 'street': '4 Tampines Central 5, Tampines Mall', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '02-18B 4 Tampines Central 5, Tampines Mall, Singapore'}, {'latitude': 1.352468, 'longitude': 103.944799, 'type': 'address', 'name': '01-32 4 Tampines Central 5, Tampines Mall', 'number': '01-32', 'postal_code': '529510', 'street': '4 Tampines Central 5, Tampines Mall', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '01-32 4 Tampines Central 5, Tampines Mall, Singapore'}, {'latitude': 1.354542, 'longitude': 103.942131, 'type': 'address', 'name': '11 Tampines Central 1', 'number': '11', 'postal_code': '529542', 'street': 'Tampines Central 1', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '11 Tampines Central 1, Singapore'}, {'latitude': 1.354153, 'longitude': 103.945084, 'type': 'address', 'name': '10 Tampines Central 1', 'number': '10', 'postal_code': '529536', 'street': 'Tampines Central 1', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '10 Tampines Central 1, Singapore'}, {'latitude': 1.352095, 'longitude': 103.942991, 'type': 'address', 'name': '1 Tampines Central 1', 'number': '1', 'postal_code': '529539', 'street': 'Tampines Central 1', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '1 Tampines Central 1, Singapore'}, {'latitude': 1.352433, 'longitude': 103.945137, 'type': 'address', 'name': '01-21/02-16 4 Tampines Central 5, Tampines Mall', 'number': '01-21/02-16', 'postal_code': '529510', 'street': '4 Tampines Central 5, Tampines Mall', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '01-21/02-16 4 Tampines Central 5, Tampines Mall, Singapore'}]}"
109,McDonald’s Tampines (Kiosk),Blk 513 Tampines Central 1 #01-150,Singapore 521512,"Blk 513 Tampines Central 1 #01-150, Singapore 521512",109,POINT (103.742481 1.389791),Singapore,"{'data': [{'latitude': 1.389791, 'longitude': 103.742481, 'type': 'venue', 'name': 'Blk 513', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': 'Blk 513, Singapore'}]}"
110,McDonald’s Tampines East CC,10 Tampines St 23 #01-01 Tampines East Community Centre,Singapore 529341,"10 Tampines St 23 #01-01 Tampines East Community Centre, Singapore 529341",110,POINT (103.9597 1.355663),Singapore,"{'data': [{'latitude': 1.355663, 'longitude': 103.9597, 'type': 'address', 'name': '23 Tampines Street 34', 'number': '23', 'postal_code': None, 'street': 'Tampines Street 34', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '23 Tampines Street 34, Singapore'}, {'latitude': 1.340777, 'longitude': 103.94483, 'type': 'address', 'name': '23 Tampines Street 92', 'number': '23', 'postal_code': '528892', 'street': 'Tampines Street 92', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '23 Tampines Street 92, Singapore'}, {'latitude': 1.351728, 'longitude': 103.927769, 'type': 'address', 'name': '23 Tampines Street 86', 'number': '23', 'postal_code': None, 'street': 'Tampines Street 86', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '23 Tampines Street 86, Singapore'}, {'latitude': 1.366425, 'longitude': 103.925982, 'type': 'address', 'name': '23 Tampines Avenue', 'number': '23', 'postal_code': None, 'street': 'Tampines Avenue', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '23 Tampines Avenue, Singapore'}, {'latitude': 1.353054, 'longitude': 103.954181, 'type': 'address', 'name': '201E Tampines Street 23', 'number': '201E', 'postal_code': None, 'street': 'Tampines Street 23', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '201E Tampines Street 23, Singapore'}, {'latitude': 1.354022, 'longitude': 103.952739, 'type': 'address', 'name': '216 Tampines Street 23', 'number': '216', 'postal_code': '520216', 'street': 'Tampines Street 23', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '216 Tampines Street 23, Singapore'}, {'latitude': 1.355903, 'longitude': 103.952802, 'type': 'address', 'name': '230 Tampines Street 24', 'number': '230', 'postal_code': '524230', 'street': 'Tampines Street 24', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '230 Tampines Street 24, Singapore'}, {'latitude': 1.354192, 'longitude': 103.954857, 'type': 'address', 'name': '211 Tampines Street 23', 'number': '211', 'postal_code': '520211', 'street': 'Tampines Street 23', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '211 Tampines Street 23, Singapore'}, {'latitude': 1.354755, 'longitude': 103.954161, 'type': 'address', 'name': '213 Tampines Street 23', 'number': '213', 'postal_code': '520213', 'street': 'Tampines Street 23', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '213 Tampines Street 23, Singapore'}, {'latitude': 1.355871, 'longitude': 103.953935, 'type': 'address', 'name': '229 Tampines Street 23', 'number': '229', 'postal_code': '521229', 'street': 'Tampines Street 23', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '229 Tampines Street 23, Singapore'}]}"
111,McDonald’s Tampines Green View,"Blk 614 Tampines North Drive 1, #01-09",Singapore 520614,"Blk 614 Tampines North Drive 1, #01-09, Singapore 520614",111,POINT (103.909636 1.403349),Singapore,"{'data': [{'latitude': 1.403349, 'longitude': 103.909636, 'type': 'venue', 'name': 'Blk 614', 'number': None, 'postal_code': None, 'street': None, 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': 'Blk 614, Singapore'}]}"
112,McDonald’s Tampines Mall,4 Tampines Central 5 #01-33 Tampines Mall,Singapore 529510,"4 Tampines Central 5 #01-33 Tampines Mall, Singapore 529510",112,POINT (103.944725 1.352485),Singapore,"{'data': [{'latitude': 1.352485, 'longitude': 103.944725, 'type': 'address', 'name': '4 Tampines Central 5', 'number': '4', 'postal_code': '529509', 'street': 'Tampines Central 5', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '4 Tampines Central 5, Singapore'}, {'latitude': 1.352569, 'longitude': 103.944912, 'type': 'address', 'name': '4 Tampines Central 5', 'number': '4', 'postal_code': '529510', 'street': 'Tampines Central 5', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '4 Tampines Central 5, Singapore'}, {'latitude': 1.352143, 'longitude': 103.944694, 'type': 'address', 'name': '4 Tampines Central 5, #01-50', 'number': '4', 'postal_code': '529510', 'street': 'Tampines Central 5, #01-50', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '4 Tampines Central 5, #01-50, Singapore'}, {'latitude': 1.352645, 'longitude': 103.94473, 'type': 'address', 'name': '02-18B 4 Tampines Central 5, Tampines Mall', 'number': '02-18B', 'postal_code': '529510', 'street': '4 Tampines Central 5, Tampines Mall', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '02-18B 4 Tampines Central 5, Tampines Mall, Singapore'}, {'latitude': 1.352468, 'longitude': 103.944799, 'type': 'address', 'name': '01-32 4 Tampines Central 5, Tampines Mall', 'number': '01-32', 'postal_code': '529510', 'street': '4 Tampines Central 5, Tampines Mall', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '01-32 4 Tampines Central 5, Tampines Mall, Singapore'}, {'latitude': 1.352433, 'longitude': 103.945137, 'type': 'address', 'name': '01-21/02-16 4 Tampines Central 5, Tampines Mall', 'number': '01-21/02-16', 'postal_code': '529510', 'street': '4 Tampines Central 5, Tampines Mall', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '01-21/02-16 4 Tampines Central 5, Tampines Mall, Singapore'}, {'latitude': 1.355409, 'longitude': 103.934608, 'type': 'venue', 'name': 'Tampines Central Community Club', 'number': '866A', 'postal_code': '521866', 'street': 'Tampines Street 83', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': 'Tampines Central Community Club, Singapore'}, {'latitude': 1.356147, 'longitude': 103.945948, 'type': 'address', 'name': '506 Tampines Central', 'number': '506', 'postal_code': '520506', 'street': 'Tampines Central', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '506 Tampines Central, Singapore'}, {'latitude': 1.353906, 'longitude': 103.94289, 'type': 'address', 'name': '512A Tampines Central 1', 'number': '512A', 'postal_code': None, 'street': 'Tampines Central 1', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '512A Tampines Central 1, Singapore'}, {'latitude': 1.356797, 'longitude': 103.93994, 'type': 'address', 'name': '520 Tampines Central 8', 'number': '520', 'postal_code': None, 'street': 'Tampines Central 8', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '520 Tampines Central 8, Singapore'}]}"
113,McDonald’s Tampines Neighborhood 3,5 Tampines Street 32 #01-01,Singapore 529284,"5 Tampines Street 32 #01-01, Singapore 529284",113,POINT (103.960007 1.354286),Singapore,"{'data': [{'latitude': 1.354286, 'longitude': 103.960007, 'type': 'address', 'name': '5 Tampines Street 32', 'number': '5', 'postal_code': '529284', 'street': 'Tampines Street 32', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '5 Tampines Street 32, Singapore'}]}"
114,McDonald’s Tampines West CC,5 Tampines Avenue 3 #01-01,Singapore 529705,"5 Tampines Avenue 3 #01-01, Singapore 529705",114,POINT (103.935849 1.348699),Singapore,"{'data': [{'latitude': 1.348699, 'longitude': 103.935849, 'type': 'address', 'name': '5 Tampines Avenue 3', 'number': '5', 'postal_code': '529705', 'street': 'Tampines Avenue 3', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '5 Tampines Avenue 3, Singapore'}, {'latitude': 1.348873, 'longitude': 103.93563, 'type': 'address', 'name': '5 Tampines Ave 3, #01-09', 'number': '5', 'postal_code': '529705', 'street': 'Tampines Ave 3, #01-09', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '5 Tampines Ave 3, #01-09, Singapore'}]}"
116,McDonald’s Tiong Bahru Plaza,302 Tiong Bahru Road #01-145/146/147 Tiong Bahru Plaza,Singapore 168732,"302 Tiong Bahru Road #01-145/146/147 Tiong Bahru Plaza, Singapore 168732",116,POINT (103.827957 1.286247),Singapore,"{'data': [{'latitude': 1.286247, 'longitude': 103.827957, 'type': 'address', 'name': '302 Tiong Bahru Road', 'number': '302', 'postal_code': '168732', 'street': 'Tiong Bahru Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '302 Tiong Bahru Road, Singapore'}]}"
117,McDonald’s Toa Payoh Central,600 Toa Payoh #01-02 (formerly known as 600 Lor 4 Toa Payoh #01-02),Singapore 319515,"600 Toa Payoh #01-02 (formerly known as 600 Lor 4 Toa Payoh #01-02), Singapore 319515",117,POINT (103.850912 1.334086),Singapore,"{'data': [{'latitude': 1.334086, 'longitude': 103.850912, 'type': 'address', 'name': '600 Lorong 4 Toa Payoh', 'number': '600', 'postal_code': '319515', 'street': 'Lorong 4 Toa Payoh', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '600 Lorong 4 Toa Payoh, Singapore'}]}"
118,McDonald’s Toa Payoh HDB Center,"490, Lorong 6 Toa Payoh #01-11",Singapore 310490,"490, Lorong 6 Toa Payoh #01-11, Singapore 310490",118,POINT (103.848419 1.332568),Singapore,"{'data': [{'latitude': 1.332568, 'longitude': 103.848419, 'type': 'address', 'name': '490 Lorong 6 Toa Payoh', 'number': '490', 'postal_code': None, 'street': 'Lorong 6 Toa Payoh', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '490 Lorong 6 Toa Payoh, Singapore'}, {'latitude': 1.332626, 'longitude': 103.848857, 'type': 'address', 'name': 'Block 490 Lorong 6 Toa Payoh #01-14, Singapore', 'number': 'Block 490', 'postal_code': '310490', 'street': 'Lorong 6 Toa Payoh #01-14, Singapore', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': 'Block 490 Lorong 6 Toa Payoh #01-14, Singapore, Singapore'}]}"
119,McDonald’s Toa Payoh Lorong 1,109 Toa Payoh Lorong 1 #01-318,Singapore 310109,"109 Toa Payoh Lorong 1 #01-318, Singapore 310109",119,POINT (103.846272 1.341226),Singapore,"{'data': [{'latitude': 1.341226, 'longitude': 103.846272, 'type': 'address', 'name': '109 Toa Payoh Lorong 1', 'number': '109', 'postal_code': '310109', 'street': 'Toa Payoh Lorong 1', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '109 Toa Payoh Lorong 1, Singapore'}, {'latitude': 1.341275, 'longitude': 103.846364, 'type': 'address', 'name': '109 Lorong 1 Toa Payoh', 'number': '109', 'postal_code': '310109', 'street': 'Lorong 1 Toa Payoh', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '109 Lorong 1 Toa Payoh, Singapore'}]}"
120,McDonald’s TradeHub 21,28 Boon Lay Way #01-173/174,Singapore 609971,"28 Boon Lay Way #01-173/174, Singapore 609971",120,POINT (103.751735 1.328227),Singapore,"{'data': [{'latitude': 1.328227, 'longitude': 103.751735, 'type': 'address', 'name': '28 Boon Lay Way', 'number': '28', 'postal_code': '609971', 'street': 'Boon Lay Way', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '28 Boon Lay Way, Singapore'}]}"
121,McDonald’s United Square,101 Thomson Road #B1-11/12 United Square Shopping Mall,Singapore 307591,"101 Thomson Road #B1-11/12 United Square Shopping Mall, Singapore 307591",121,POINT (103.84349 1.316835),Singapore,"{'data': [{'latitude': 1.316835, 'longitude': 103.84349, 'type': 'address', 'name': '101 Thomson Road', 'number': '101', 'postal_code': '307591', 'street': 'Thomson Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '101 Thomson Road, Singapore'}, {'latitude': -17.018956, 'longitude': 145.74551, 'type': 'address', 'name': 'LOT 101 Thomson Road', 'number': 'LOT 101', 'postal_code': '4869', 'street': 'Thomson Road', 'confidence': 1, 'region': 'Queensland', 'region_code': 'QLD', 'county': 'Cairns', 'locality': 'Edmonton', 'administrative_area': 'Edmonton', 'neighbourhood': None, 'country': 'Australia', 'country_code': 'AUS', 'continent': 'Oceania', 'label': 'LOT 101 Thomson Road, Edmonton, QLD, Australia'}, {'latitude': 22.277217, 'longitude': 114.173752, 'type': 'address', 'name': '101 譚臣道 Thomson Road', 'number': '101', 'postal_code': None, 'street': '譚臣道 Thomson Road', 'confidence': 1, 'region': 'Central and Western', 'region_code': 'CW', 'county': None, 'locality': 'Hong Kong', 'administrative_area': None, 'neighbourhood': 'Soho', 'country': 'Hong Kong S.A.R.', 'country_code': 'HKG', 'continent': 'Asia', 'label': '101 譚臣道 Thomson Road, Hong Kong, CW, Hong Kong S.A.R.'}, {'latitude': 1.317687, 'longitude': 103.843772, 'type': 'address', 'name': '101 #01-02 Thomson Road', 'number': '101 #01-02', 'postal_code': None, 'street': 'Thomson Road', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '101 #01-02 Thomson Road, Singapore'}, {'latitude': -26.552423, 'longitude': 152.997524, 'type': 'address', 'name': '101 Thomson Valley Rd', 'number': '101', 'postal_code': '4561', 'street': 'Thomson Valley Rd', 'confidence': 1, 'region': 'Queensland', 'region_code': 'QLD', 'county': 'Sunshine Coast', 'locality': None, 'administrative_area': 'Valdora', 'neighbourhood': None, 'country': 'Australia', 'country_code': 'AUS', 'continent': 'Oceania', 'label': '101 Thomson Valley Rd, Valdora, QLD, Australia'}, {'latitude': -26.552421, 'longitude': 152.997525, 'type': 'address', 'name': '101 Thomson Valley Road', 'number': '101', 'postal_code': '4561', 'street': 'Thomson Valley Road', 'confidence': 1, 'region': 'Queensland', 'region_code': 'QLD', 'county': 'Sunshine Coast', 'locality': None, 'administrative_area': 'Valdora', 'neighbourhood': None, 'country': 'Australia', 'country_code': 'AUS', 'continent': 'Oceania', 'label': '101 Thomson Valley Road, Valdora, QLD, Australia'}]}"
123,McDonald’s Vista Point,Blk 548 Woodlands Drive 44 #01-20,Singapore 730548,"Blk 548 Woodlands Drive 44 #01-20, Singapore 730548",123,POINT (103.793931 1.4309),Singapore,"{'data': [{'latitude': 1.4309, 'longitude': 103.793931, 'type': 'address', 'name': '548 Woodlands Drive 44', 'number': '548', 'postal_code': None, 'street': 'Woodlands Drive 44', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '548 Woodlands Drive 44, Singapore'}]}"
125,McDonald’s Waterway Point,"83 Punggol Central, #B2-07 West Wing, Waterway Point",Singapore 828761,"83 Punggol Central, #B2-07 West Wing, Waterway Point, Singapore 828761",125,POINT (103.902226 1.405687),Singapore,"{'data': [{'latitude': 1.405687, 'longitude': 103.902226, 'type': 'address', 'name': '83 Punggol Central', 'number': '83', 'postal_code': '828761', 'street': 'Punggol Central', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '83 Punggol Central, Singapore'}, {'latitude': 1.406656, 'longitude': 103.902102, 'type': 'address', 'name': '83 Punggol Central', 'number': '83', 'postal_code': '828763', 'street': 'Punggol Central', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '83 Punggol Central, Singapore'}]}"
126,McDonald’s West Coast Park,71 West Coast Highway,Singapore 126844,"71 West Coast Highway, Singapore 126844",126,POINT (103.763302 1.297549),Singapore,"{'data': [{'latitude': 1.297549, 'longitude': 103.763302, 'type': 'address', 'name': '71 West Coast Highway', 'number': '71', 'postal_code': None, 'street': 'West Coast Highway', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '71 West Coast Highway, Singapore'}]}"
127,McDonald’s WoodGrove,"30 Woodlands Avenue 1, #01-06 The Woodgrove",Singapore 739065,"30 Woodlands Avenue 1, #01-06 The Woodgrove, Singapore 739065",127,POINT (103.781074 1.429166),Singapore,"{'data': [{'latitude': 1.429166, 'longitude': 103.781074, 'type': 'address', 'name': '30 Woodlands Avenue 1', 'number': '30', 'postal_code': '739065', 'street': 'Woodlands Avenue 1', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '30 Woodlands Avenue 1, Singapore'}]}"
128,McDonald’s Woodlands Civic Centre,900 South Woodlands Drive #01-01 Woodlands Civic Centre,Singapore 730900,"900 South Woodlands Drive #01-01 Woodlands Civic Centre, Singapore 730900",128,POINT (103.786813 1.435213),Singapore,"{'data': [{'latitude': 1.435213, 'longitude': 103.786813, 'type': 'address', 'name': '900 South Woodlands Drive', 'number': '900', 'postal_code': '730900', 'street': 'South Woodlands Drive', 'confidence': 1, 'region': 'Central Singapore', 'region_code': 'CS', 'county': None, 'locality': 'Singapore', 'administrative_area': None, 'neighbourhood': None, 'country': 'Singapore', 'country_code': 'SGP', 'continent': 'Asia', 'label': '900 South Woodlands Drive, Singapore'}]}"
